url,title,startdate,enddate,org,subtitle,subcontents,urlcontents
보조사업 국민기초생활보장수급자해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211222000001229951&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1450&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>경상북도>경상북도 청송군 2022.01.01 ~ 2026.12.31,국민기초생활보장수급자가 사망(분만)한 경우 장제(분만)를 행하는데 필요한 금품지급,기초생활보장수급자(생계 의료 주거급여)수급가구,국민기초생활보장수급자해산장제급여국민기초생활보장수급자가 사망(분만)한 경우 장제(분만)를 행하는데 필요한 금품지급수급자 사망시 장제급여 800 000원지원해산시 해산급여 700 000원 지원(수혜대상) 기초생활수급자(생계 의료 주거급여)수급가구(수혜조건) 장제급여 : 수급자 사망 시 장례를 치르는 사람에게 지급해산급여 : 수급자 출산(예정)인 경우 지급
보조사업 기초수급자 해산장제급여 지원,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211223000001234696&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1450&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>서울특별시>서울특별시 서초구 2022.01.01 ~ 2026.12.31,국민기초수급자에게 장제 및 해산급여 적기에 지원함으로써 생활안정 도모,국민기초생활수급자 2 857세대,기초수급자 해산장제급여 지원국민기초수급자에게 장제 및 해산급여 적기에 지원함으로써 생활안정 도모국민기초수급자(생계 의료 주거)의 출산시 분만비용  사망시 장제비 지원 - 출산비 70만원 - 장제비 80만원(수혜대상) 국민기초수급자(생계 의료 주거)의 출산시 분만비용  사망시 장제비 지원(수혜조건) 국민기초수급자(생계 의료 주거)의 출산시 분만비용  사망시 장제비 지원 - 출산비 70만원 - 장제비 80만원
보조사업 국민기초생활수급자 해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211222000001230238&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1460&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>경상북도>경상북도 성주군 2022.01.01 ~ 2026.12.31,국민기초수급자 장재급여 지급,1인당 750 000원,국민기초생활수급자 해산장제급여국민기초수급자 장재급여 지급국민기초수급자 의료금지급(수혜대상) 해산  장제급여 : 기초생계 의료 주거급여 수급자(수혜조건) 해산급여 : 기초생계 의료 주거급여 수급자 출산시 출생영아 1인당 70만원장제급여 : 기초생계 의료 주거급여 수급자 사망시 1구당 80만원
보조사업 국민기초생활보장급여지원(해산장제)(보조),https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220106000001336772&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1460&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>경상북도>경상북도 영양군 2022.01.01 ~ 2026.12.31,기초생계 의료 주거급여 수급자의 조산 및 분만 전과 분만 후의 필요한 조치와 보호,,국민기초생활보장급여지원(해산장제)(보조)기초생계 의료 주거급여 수급자의 조산 및 분만 전과 분만 후의 필요한 조치와 보호- 해산급여 1인당 700천원 지급- 장제급여 1인당 800천원 지급(수혜대상) 기초생계 의료 주거급여 수급자(수혜조건) 기초생활수급자가 출산하거나 사망한 경우
보조사업 국)해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211221000001225413&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1460&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>경상북도>경상북도 영천시 2022.01.01 ~ 2026.12.31,국민기초수급자(생계 의료 주거)에게 해산장제급여를 지원함으로써 저소득가구의 장례 및 출산비용의 부담을 줄이고자 함.,국민기초생활보장수급자(생계 의료 주거) 중 해산 및 사망자,국)해산장제급여국민기초수급자(생계 의료 주거)에게 해산장제급여를 지원함으로써 저소득가구의 장례 및 출산비용의 부담을 줄이고자 함.국민기초생활보장수급자(생계 의료 주거) 중 해산하였거나 사망하였을 경우 급여 지원(수혜대상) 생계급여  의료급여  주거급여 중 하나 이상의 급여를 받는 수급자 중 해산 또는 사망자(수혜조건) 생계급여  의료급여  주거급여 중 하나 이상의 급여를 받는 수급자
보조사업 기초생활보장 해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211223000001231762&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1460&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>전라남도>전라남도 완도군 2022.01.01 ~ 2026.12.31,생계.의료.주거급여 수급자가 출산하거나 사망한경우 생활안정을 위함,12개읍면 사망자 또는 해산자,기초생활보장 해산장제급여생계.의료.주거급여 수급자가 출산하거나 사망한경우 생활안정을 위함해산급여 : 조사및 분만 전과 분만 후의 필요한 조치와 보호에 필요한 금액지급 (60만원)장제급여 : 수급자가 사망한 경우 장제조치를 행하는데 필요한 금품을 지급 (75만원)(수혜대상) 국민기초생활보장수급자중 생계 의료 주거급여 대상자에게 지급(수혜조건) 중위소득 45% 이하인 대상자에게 지급
보조사업 기초생활보장 해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211227000001250310&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1460&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>전라남도>전라남도 영광군 2022.01.01 ~ 2026.12.31,수급자의 출산에 필요한 조치와 보호  수급자가 사망한 경우 장제조치를 행하는데 필요한 금품을 지급,93명,기초생활보장 해산장제급여수급자의 출산에 필요한 조치와 보호  수급자가 사망한 경우 장제조치를 행하는데 필요한 금품을 지급장제급여 : 기초생활보장 수급자 사망시 1인당 800천원 지원해산급여 : 기초생활보장 수급자 출산시 1인당 700천원 지원기초생활보장수급자중 해산장제급여 대상자
보조사업 해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220103000001302170&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1460&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>충청남도>충청남도 논산시 2022.01.01 ~ 2026.12.31,장제급여 - 수급자가 사망한 경우 장례에 필요한 경비를 지원 해산급여 - 수급자가 출산한 경우 분만후의 필요한 조치를 위한 금품을 지급,연 200여 명,해산장제급여장제급여 - 수급자가 사망한 경우 장례에 필요한 경비를 지원 해산급여 - 수급자가 출산한 경우 분만후의 필요한 조치를 위한 금품을 지급수급자가 출산시 700천원(쌍둥이 1400천원) 사망시 1인당 800천원 지원기초생활보장수급자 중 해산  장제급여 신청자
보조사업 해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220104000001312889&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1460&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2021.01.01 , 2027.12.31,보건복지부>충청남도>충청남도 아산시 2021.01.01 ~ 2027.12.31,국민기초생활보장수급자가 출산시 분만전과 분만후의 필요한 조치 및국민기초생활보장수급자가 사망한 경우 장제에 필요한 금품 지원,230명,해산장제급여국민기초생활보장수급자가 출산시 분만전과 분만후의 필요한 조치 및국민기초생활보장수급자가 사망한 경우 장제에 필요한 금품 지원국민기초생활보장수급자의 출산과 사망시 출산준비물 및 장례비 지원(수혜대상) 생계  의료  주거급여 대상자(수혜조건) 생계  의료  주거급여 대상자의 출산과 사망시 출산 준비물 및 장례비 지원
보조사업 해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220104000001312863&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1460&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>충청남도>충청남도 공주시 2022.01.01 ~ 2026.12.31,저소득계층 생활안정지원,200명,해산장제급여저소득계층 생활안정지원장제급여 1구 80만원  출산시 1인당 70만원 지급셍계 의료 주거급여 수급자가 출산 사망한 경우
보조사업 해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220103000001303797&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1460&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>충청남도>충청남도 천안시 2022.01.01 ~ 2026.12.31,장제급여 - 수급자가 사망한 경우 화장 또는 매장 기타 장제조치를 행하는데 필요한 금품을 지급해산급여- 수급자가 조산 및 분만전과 분만후의 필요한 조치와 보호목적,국민기초생활보장 기초생계급여 의료급여 주거급여 수급자에게 지원,해산장제급여장제급여 - 수급자가 사망한 경우 화장 또는 매장 기타 장제조치를 행하는데 필요한 금품을 지급해산급여- 수급자가 조산 및 분만전과 분만후의 필요한 조치와 보호목적장제급여 - 800 000원해산급여 - 출산영아 1인당 70만원해산급여 : 생계 의료 주거급여 대상자의 출산장제급여 :생계 의료 주거급여 대상자의 사망
보조사업 기초생활보장 해산장제급여(국비),https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211224000001240083&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1460&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>경기도>경기도 과천시 2022.01.01 ~ 2026.12.31,기초생활보장수급자의 출산 및 사망시의 필요한 조치와 보호 및 기초생활보장수급자 가구의 해산 및 장제비 지원으로 부담 경감,○ 사업기간 : 연중 ○ 사 업 량 : 국민기초생활보장수급자 41명 ○ 사업내용 : 수급자 해산 ? 장제급여 지원 ○ 2020년 본예산(안) : 31 250천원,기초생활보장 해산장제급여(국비)기초생활보장수급자의 출산 및 사망시의 필요한 조치와 보호 및 기초생활보장수급자 가구의 해산 및 장제비 지원으로 부담 경감자녀 해산급여 및 사망시 장제급여 지원(수혜대상) 기초생계  의료  주거급여 수급자(수혜조건) 기초생계  의료  주거급여 수급자가 출산 or 사망시(사체의 검안  운반  화장 또는 매장 기타 장제조치를 행할시)
보조사업 해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211227000001246306&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1470&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>서울특별시>서울특별시 서대문구 2022.01.01 ~ 2026.12.31,1) 수급자 가구의 사망 및 해산시 급여를 지원하여 저소득층 복지증진에 기여하고자 함2) 분만전후의 필요한 조치와 보호에 필요한 급여지급3) 사망한 경우 사체의 검안  운반  화장 또는 매장 기타 장제조치를 행하는데 필요한 급여 지급,생계 의료 주거급여 수급자 출산  사망시 170 000천원/연 지급,해산장제급여1) 수급자 가구의 사망 및 해산시 급여를 지원하여 저소득층 복지증진에 기여하고자 함2) 분만전후의 필요한 조치와 보호에 필요한 급여지급3) 사망한 경우 사체의 검안  운반  화장 또는 매장 기타 장제조치를 행하는데 필요한 급여 지급1) 생계  의료  주거급여 수급자가 출산시 1인당 700천원 지급 - 추가 출생영아 1인당 700천원 추가지급 (쌍둥이 출산시 1 400천원 지급) 2) 생계  의료  주거급여 수급자가 사망시 1인당 800천원 지원(수혜대상) 생계 의료 주거급여 수급가구의 출산 및 사망자(수혜조건) 1)출생증명서류 제출 2)사망증명서류 및 장제영수증 제출
보조사업 해산ㆍ장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20211222000001229323&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1470&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>서울특별시>서울특별시 성북구 2022.01.01 ~ 2026.12.31,수급자의 조산 및 분만전과 분만후의 필요한 조치와 보호를 하고 수급자가 사망한 경우 장제에 필요한 조치를 하도록 지원함,사업비 - 251 132천원( 국비60%  시비28%  구비12% )지원대상 - 기초생활수급자(생계  의료  주거급여 수급자) 214명  170 100천원 지원(2021.8월말 기준),해산ㆍ장제급여수급자의 조산 및 분만전과 분만후의 필요한 조치와 보호를 하고 수급자가 사망한 경우 장제에 필요한 조치를 하도록 지원함기초생활수급자(생계 의료 주거급여)에 대하여 출산 시 - 70만원 (쌍둥이의 경우 140만원) / 사망 시- 80만원 지급 * 교육급여 수급자는 제외(수혜대상) 생계 의료 주거급여 수급자(수혜조건) 생계 의료 주거급여 수급자가 출산 또는 사망 시
보조사업 기초생활보장해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220104000001308295&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1470&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>충청남도>충청남도 청양군 2022.01.01 ~ 2026.12.31,국민기초생활보장수급자의 분만과 사망시 필요한 조치와 보호,해산장제대상 30여명,기초생활보장해산장제급여국민기초생활보장수급자의 분만과 사망시 필요한 조치와 보호해산급여 : 기초생활보장수급자의 조산 및 분만전 분만후의 필요한 조치와 보호장제급여 : 수급자 또는 차상위 의료급여 수급자가 사망한 경우 사체의 검안 운반 화장 또는 매장 기타 장제조치를 행하는데 필요한 금품 지원(수혜대상) 기초생계 의료  주거급여 수급자(수혜조건) 기초생계 의료  주거급여 수급자가 사망 또는 출산한 경우장제급여 : 1구당 800천원해산급여 : 1명당 700천원
보조사업 해산장제급여,https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220103000001303813&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1470&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>충청남도>충청남도 서천군 2022.01.01 ~ 2026.12.31,생활유지능력이 없거나 생활이 어려운자가 출산 또는 사망시 급여를 지원하여 이들의 최저생활 보장,180여명,해산장제급여생활유지능력이 없거나 생활이 어려운자가 출산 또는 사망시 급여를 지원하여 이들의 최저생활 보장생계  의료  주거수급자에게 해산장제급여 지급(수혜대상) 기초생계  기초의료  기초주거급여 대상자 중 해산자 또는 사망자(수혜조건) 기준중위소득 45%이하인 수급자
보조사업 해산장제급여(보조),https://www.gosims.go.kr/hh/hh001/retrieveDdtlbzDetail.do?bsnsyear=2022&viewDdtlbzId=20220103000001301354&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=1470&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.25&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.25&rTotalCount=2376&mainTotalCount=62&detailTotalCount=2314&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2022&selSido=&selSigungu=,2022.01.01 , 2026.12.31,보건복지부>충청북도>충청북도 영동군 2022.01.01 ~ 2026.12.31,기초생활수급자의 출산 및 장제시의 경제적 부담을 해소하기 위해 일정의 비용을 지급,- 장제.해산급여 100명- 해산급여 1인당 70만원- 장제급여 1인당 80만원,해산장제급여(보조)기초생활수급자의 출산 및 장제시의 경제적 부담을 해소하기 위해 일정의 비용을 지급해산급여 : 수급자가 조산 및 분만전과 분만후의 필요한 금품을 지급장제급여 : 수급자가 사망한 경우 사체 검안  운반  화장 또는 매장등 장제조치를 행하는데 필요한 금품을 지급(수혜대상) 국민기초생활수급자 중 국민기초생계  기초의료  기초주거급여 수급자(수혜조건) 기초생계  의료  주거급여 수급자 가구주 또는 가구원 사망 및 출산시 지원
