url,title,startdate,enddate,org,subtitle,subcontents
내역사업 모자보건사업 보조인력비,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201407525350302A0008&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,각 보건소에서 추진중인 모자보건사업('17. 총 8개)의 원활한 사업수행을 위한 보조인력 지원,건강한 임신출산 지원 및 출산장려지원제도 신설 등 모자보건사업의 증가로 각 보건소 사업인력 보조
내역사업 난임 시술비 지원,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201407525350302A0005&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,"난임시술 본인부담금, 비급여비 및 전액본인부담금 지원을 통해 임신·출산의 경제적 부담경감과 출산율 제고","인공수정 3회, 체외수정(신선배아) 4회, 체외수정(동결배아) 3회에 대하여 최대 50만원 범위 지원"
내역사업 장애인건강보건 전달체계,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201807515420307A0011&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,보건복지부 2021.01.01 ~ 2021.12.31,장애인 건강보건관리 시도단위 전달체계인 지역장애인보건의료센터 운영비 지원 및 시군구 실행단위인 보건소 지역사회중심재활(CBR) 사업 수행,"장애인 건강 보건의료 및 재활의료사업 지원, 건강검진 등 의료서비스 제공, 여성장애인의 출산 등 전문의료서비스 제공, 장애인 관련 의료종사자 교육 훈련"
내역사업 고용안정장려금,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201101913450350A0001&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,고용노동부 2021.01.01 ~ 2021.12.31,기존 근로자의 장기근속을 유도하여 고용유지율을 높이거나 일자리의 질을 높이는 사업주에게 장려금 지원,"(시간선택제 전환지원, 육아휴직, 육아기 근로시간 단축, 대체인력, 유연근무제, 정규직 전환) 근로시간 단축․근로형태 유연화 제도 등을 도입하여 근로자의 일․가정 양립을 지원하거나, 고용이 불안정한 기간제 근로자 등을 정규직으로 전환 또는 재고용하여 고용을 안정시키는 사업주에게 인건비․간접노무비 등을 지원"
내역사업 어촌생활돌봄지원,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=201509634400312A0009&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,해양수산부 2021.01.01 ~ 2021.12.31,어업인 및 어촌지역 고령․취약가구에 가사도우미를 지원하여 기초적인 가정생활 유지,"가사서비스 제공을 위해 방문하는 가사도우미(자원봉사자) 활동비용으로 1인당 12,000원/일 지급"
내역사업 청초롬어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0003&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"ㅇ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육 서비스 제공 ㅇ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법)과천청사 청초롬어린이집 운영지원(보육교직원 인건비보조 등)"
내역사업 과천청사어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0002&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"ㅇ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육 서비스 제공 ㅇ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법) 과천청사 어린이집 운영지원(보육교직원 인건비보조 등)"
내역사업 꿈샘어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0029&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=20&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성",세종청사 꿈샘어린이집 운영지원(보육교직원 인건비 보조 등)
내역사업 초롱어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0025&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=30&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성",인천청사 초롱어린이집 운영지원(보육교직원 인건비 보조 등)
내역사업 라온어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0022&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=30&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법) 세종청사 라온어린이집 운영지원(보육교직원 인건비 보조 등)"
내역사업 솔비타어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0021&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=30&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법) 세종청사 솔비타어린이집 운영지원(보육교직원 인건비 보조 등)"
내역사업 아이세상어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0020&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=30&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법) 세종청사 아이세상어린이집 운영지원(보육교직원 인건비 보조 등)"
내역사업 빛들어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0019&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=30&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법) 세종청사 모아맘어린이집 운영지원(보육교직원 인건비 보조 등)"
내역사업 올고운어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0018&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=30&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법) 세종청사 올고운어린이집 운영지원(보육교직원 인건비 보조 등)"
내역사업 윤빛어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0017&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=30&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법) 세종청사 윤빛어린이집 운영지원(보육교직원 인건비 보조 등)"
내역사업 아이온어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0016&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=30&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법) 세종청사 아이온어린이집 운영지원(보육교직원 인건비 보조 등)"
내역사업 이든샘어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0015&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=30&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법) 세종청사 이든샘어린이집 운영지원(보육교직원 인건비 보조 등)"
내역사업 예그리나어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0014&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=30&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"○ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육서비스 제공 ○ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법) 세종청사 예그리나어린이집 운영지원(보육교직원 인건비 보조 등)"
내역사업 청사랑어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0013&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=40&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"ㅇ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육 서비스 제공 ㅇ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법)제주청사 청사랑어린이집 운영지원(보육교직원 인건비보조 등)"
내역사업 다솜어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0008&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=40&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"ㅇ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육 서비스 제공 ㅇ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법)대전청사 다솜어린이집 운영지원(보육교직원 인건비보조 등)"
내역사업 새롬어린이집 운영,"https://www.gosims.go.kr/hh/hh001/retrieveDtlbzDetail.do?bsnsyear=2021&viewDtlbzId=202010122310302B0007&menuId=USRM_10139&pageDiv=Search&query=%EC%B6%9C%EC%82%B0&startCount=40&sort=RANK&collection=bsns&range=A&startDate=1970.01.01&endDate=2023.04.19&reQuery=2&realQuery=%EC%B6%9C%EC%82%B0&pssrp_sort=RANK&bsns_sort=BSNS_SE/ASC,RANK&faq_sort=RANK&menual_sort=RANK&etc_sort=RANK&tarAll=&tarTitle=&tarContents=&registDdCnFo=1970.01.01&registDdCnTo=2023.04.19&rTotalCount=3037&mainTotalCount=58&detailTotalCount=2979&bsnsBegin=&bsnsEnd=&bsnsTerm=&bsnsSe=&backBtnText=%EC%9D%B4%EC%A0%84%EC%9C%BC%EB%A1%9C&backBtnFnc=f_go_seachWise&selectYear=2021&selSido=&selSigungu=",2021.01.01 , 2021.12.31,행정안전부 2021.01.01 ~ 2021.12.31,"ㅇ 직장 보육시설(어린이집) 운영을 지원하여 최적의 보육 서비스 제공 ㅇ 저출산 고령화 시대를 고려, 출산 장려를 위한 보육하기 좋은 환경 조성","(어린이집, 보육, 직장어린이집, 운영비, 영유아보육법)대전청사 새롬어린이집 운영지원(보육교직원 인건비보조 등)"
