subway_name,station_name,elevator,escalator,horizontal_walker,wheelchair_lift,Movable_safety_footrest,electric_wheelchair_rapid_charger,Disabled_toilets,voice_guides,sign_language_video_cellphone,주소,구별,lat,lng,total
7,태릉입구역,2,8,0,0,1,0,1,22,0,서울 노원구 공릉동 616-4,노원구,37.618459513199,127.075405300578,34
7,먹골역,3,6,0,0,1,1,1,21,0,서울 중랑구 묵동 189-5,중랑구,37.6106193846197,127.077762187968,33
7,중화역,3,6,0,0,1,1,1,20,0,서울 중랑구 중화동 50-3,중랑구,37.6025526943256,127.079312037122,32
7,상봉역,5,6,0,0,1,0,1,26,1,서울 중랑구 상봉동 100-9,중랑구,37.5967097755022,127.085746686941,40
7,면목역,3,6,0,0,1,1,1,18,0,서울 중랑구 면목동 282-6,중랑구,37.5887148877725,127.087503803859,30
7,사가정역,3,10,0,0,1,1,1,18,0,서울 중랑구 면목동 495,중랑구,37.5809403751459,127.088504554212,34
7,용마산역,3,8,0,0,1,1,1,22,0,서울 중랑구 면목동 1316-5,중랑구,37.57366797492471,127.08671982507776,36
7,중곡역,3,4,0,0,1,1,0,17,0,서울 광진구 중곡동 273-2,광진구,37.56592206115955,127.08431236632154,26
7,군자역,1,6,0,0,0,1,1,16,0,서울 광진구 능동 275-5,광진구,37.55715148883792,127.0795106156054,25
7,어린이대공원역,4,6,0,0,1,1,1,27,0,서울 광진구 화양동 164-1,광진구,37.54796087622509,127.07465525507352,40
7,건대입구역,2,11,0,3,1,0,1,21,1,서울 광진구 화양동 7-3,광진구,37.54040751726388,127.06920291650827,40
7,뚝섬유원지역,3,4,0,0,0,0,1,23,0,서울 광진구 자양동 73-2,광진구,37.5315583755646,127.066796230331,31
7,청담역,2,16,0,2,0,0,1,23,0,서울 강남구 청담동 77-76,강남구,37.519455579961,127.053717937903,44
7,강남구청역,2,7,0,1,1,0,1,22,0,서울 강남구 삼성동 111-44,강남구,37.51721617197854,127.0413109462156,34
7,학동역,3,10,0,0,0,0,2,25,0,서울 강남구 논현동 279-67,강남구,37.51434578734927,127.03190190063152,40
7,논현역,3,19,0,1,0,1,1,24,0,서울 강남구 논현동 279-67,강남구,37.51120000205266,127.02165424259898,49
7,반포역,4,6,0,1,0,1,1,21,0,서울 서초구 잠원동 103,서초구,37.5081614290284,127.011586161943,34
7,고속터미널역,2,21,0,4,1,1,1,23,1,서울 서초구 반포동 19-11,서초구,37.50454885557265,127.00512100872538,54
7,내방역,5,10,0,0,0,1,2,18,0,서울 서초구 방배동 874-16,서초구,37.4876585212369,126.993600180589,36
7,이수역,3,23,2,4,1,1,1,33,0,서울 동작구 사당동 736-1,동작구,37.4867995957995,126.982211871752,68
7,남성역,4,14,0,0,1,0,1,17,0,서울 동작구 사당동 산 25-33,동작구,37.484793511299706,126.9709102006532,37
7,숭실대입구역,4,12,0,0,0,0,1,20,0,서울 동작구 상도동 514,동작구,37.4963172817574,126.953621963422,37
7,상도역,3,11,0,0,0,0,1,18,0,서울 동작구 상도1동 702-1,동작구,37.5028706251049,126.947917975554,33
7,장승배기역,3,14,0,0,1,0,1,20,0,서울 동작구 상도동 26-20,동작구,37.5048990621814,126.939072381356,39
7,신대방삼거리역,4,12,0,0,0,0,1,22,0,서울 동작구 대방동 406-10,동작구,37.49975722890856,126.92821094566963,39
7,보라매역,2,4,0,0,0,0,1,13,0,서울 동작구 대방동 466-51,동작구,37.49992085496506,126.92061230710924,20
7,신풍역,4,4,0,0,1,1,1,22,0,서울 영등포구 신길동 3599,영등포구,37.5001229935524,126.90975434386,33
7,대림역,3,13,0,1,0,1,1,18,0,서울 구로구 구로동 1204,구로구,37.4933099444417,126.894931036051,37
7,남구로역,0,12,0,11,1,0,1,28,0,서울 구로구 구로동 801-95,구로구,37.48625714438263,126.88741505160267,53
7,가산디지털단지역,4,12,0,4,1,0,1,22,1,서울 금천구 가산동 468-4,금천구,37.4803959660982,126.882661758356,45
7,철산역,4,6,0,0,1,0,1,18,0,경기 광명시 철산동 526,광명시,37.4761928424537,126.868211027014,30
7,광명사거리역,2,2,0,1,0,1,1,20,0,경기 광명시 광명동 158-211,광명시,37.4792983082726,126.854873735158,27
7,천왕역,4,6,0,0,1,1,1,21,0,서울 구로구 천왕동 14-25,구로구,37.48685558277736,126.83860534807998,34
7,온수역,3,16,2,5,0,1,1,18,0,서울 구로구 온수동 119,구로구,37.4919675365056,126.823847928009,46
8,암사역,3,4,0,0,0,0,0,13,0,서울 강동구 암사동 501,강동구,37.55015818096496,127.12754072968517,20
8,천호역,2,0,0,0,0,1,1,20,0,서울 강동구 천호동 455,강동구,37.5385112120297,127.12392845044,24
8,강동구청역,3,5,0,0,0,1,1,16,0,서울 강동구 성내동 319,강동구,37.5302111983522,127.12044373032,26
8,몽촌토성역,4,8,0,0,1,1,1,19,0,서울 송파구 신천동 19,송파구,37.5178055794687,127.11286534895456,34
8,잠실역,3,5,0,4,1,1,1,28,1,서울 송파구 신천동 8,송파구,37.51331105877401,127.10023101886318,44
8,석촌역,3,0,0,0,0,1,1,20,0,서울 송파구 석촌동 209,송파구,37.5054141216925,127.107004062699,25
8,송파역,4,4,0,0,0,0,1,14,0,서울 송파구 가락동 459-4,송파구,37.4997149535067,127.112193506363,23
8,가락시장역,6,12,0,0,0,0,1,26,1,서울 송파구 가락동 184-23,송파구,37.4930992522183,127.118262745146,46
8,문정역,4,8,0,0,0,0,1,15,0,서울 송파구 문정동 119-4,송파구,37.4860310539381,127.122484886901,28
8,장지역,4,6,0,0,0,1,1,19,0,서울 송파구 장지동 201-5,송파구,37.4786316933099,127.12617656737,31
8,복정역,1,3,0,1,0,1,1,14,0,서울 송파구 장지동 596-21,송파구,37.4707418689753,127.126724009736,21
8,남위례역,3,7,0,0,0,1,1,33,0,경기 성남시 수정구 복정동 57,성남시,37.4627230752808,127.139350997519,45
8,산성역,4,13,0,0,1,1,1,13,0,경기 성남시 수정구 신흥동 7,성남시,37.45688146871903,127.14994186233623,33
8,남한산성입구역,2,4,0,0,0,1,1,17,0,경기 성남시 수정구 단대동 96,성남시,37.4516686968693,127.159882577768,25
8,단대오거리역,3,6,0,0,1,1,1,25,0,경기 성남시 수정구 신흥동 2467,성남시,37.44502248894697,127.156769790167,37
8,신흥역,2,0,0,0,0,1,1,13,0,경기 성남시 수정구 신흥동 2467,성남시,37.4409230460675,127.147538132656,17
8,수진역,3,0,0,0,0,1,1,13,0,경기 성남시 수정구 수진동 2205-1,성남시,37.4373779787206,127.140534508419,18
8,모란역,3,2,0,2,2,1,0,19,0,경기 성남시 수정구 수진동 4518,성남시,37.4340382896277,127.129970457799,29
9,언주역,4,28,0,0,0,0,1,42,0,서울 강남구 논현동 279-165,강남구,37.5073353959717,127.033970921595,75
9,선정릉역,4,12,0,0,0,0,0,27,0,서울 강남구 삼성동 111-114,강남구,37.5109326388803,127.043627289129,43
9,삼성중앙역,4,22,0,0,1,0,1,35,0,서울 강남구 삼성동 111-147,강남구,37.5129614511319,127.053043676912,63
9,봉은사역,4,24,0,0,0,0,1,35,0,서울 강남구 삼성동 172,강남구,37.5142554489848,127.060233935114,64
9,종합운동장역,6,18,0,0,0,1,2,35,0,서울 송파구 잠실동 122,송파구,37.5111446632705,127.073849447402,62
9,삼전역,4,16,0,0,0,0,1,29,0,서울 송파구 잠실동 347,송파구,37.50454909705648,127.08736363126371,50
9,석촌고분역,5,6,0,0,0,0,1,26,0,서울 송파구 삼전동 157-1,송파구,37.50246245994369,127.0965081858022,38
9,석촌역,5,25,0,0,0,0,2,57,0,서울 송파구 석촌동 209,송파구,37.5054141216925,127.107004062699,89
9,송파나루역,5,6,0,0,0,0,1,28,0,서울 송파구 방이동 2,송파구,37.51101671275264,127.11266171422028,40
9,한성백제역,3,12,0,0,0,0,1,23,0,서울 송파구 방이동 88-17,송파구,37.5165379932802,127.116449169971,39
9,올림픽공원역,3,14,0,0,0,0,2,34,0,서울 송파구 방이동 89-28,송파구,37.5163389870117,127.130963675401,53
9,둔촌오륜역,3,8,0,0,0,0,1,19,0,서울 강동구 둔촌동 227-7,강동구,37.51940803726135,127.13865206962898,31
9,중앙보훈병원역,5,10,0,0,0,0,1,31,0,서울 강동구 둔촌동 8-1,강동구,37.52840258997037,127.1484116781362,47
